Tweet,URL,Date
"I always celebrate a certain number of followers I get here.

But this time, I'm celebrating 8000 followers on @Rapid_API account 🥳🎉

Our DevRel team is doing their best 🚀🐙",https://twitter.com/Prathkum/status/1423751980380352512,2021-08-06 21:04:58+00:00
@Rapid_API @Sauain Congratulations! 🐙🚀,https://twitter.com/Prathkum/status/1423750694897549314,2021-08-06 20:59:52+00:00
@verified Oh! I was trending once. Could this be enough? 😬,https://twitter.com/Prathkum/status/1423718159404568579,2021-08-06 18:50:35+00:00
"@DylanTuna Thank you, Dylan! ❤️",https://twitter.com/Prathkum/status/1423705781526929415,2021-08-06 18:01:24+00:00
"Recived this awesome product from @Deltahub1 🤩

- Minimalistic desk pad
- Carpio 2.0 Right
- Carpio 2.0 Left https://t.co/T3IZdwoRMO",https://twitter.com/Prathkum/status/1423686694541225984,2021-08-06 16:45:33+00:00
Thanks @htmleverything for these awesome stickers. You just made my day 🤩💛 https://t.co/6DA3W97bno,https://twitter.com/Prathkum/status/1423542631238307843,2021-08-06 07:13:06+00:00
@TheJackForge Yeah! I changed it a few days back.,https://twitter.com/Prathkum/status/1423382368761511936,2021-08-05 20:36:16+00:00
"Introduction to SOAP API. This thread covers everything

- What is SOAP API
- When to use SOAP
- Difference between SOAP and REST",https://twitter.com/Prathkum/status/1423348494471888897,2021-08-05 18:21:40+00:00
"Now coding has become even easier.

Tabnine for Teams is here 🚀",https://twitter.com/Prathkum/status/1423247467772923908,2021-08-05 11:40:13+00:00
"I feel great after updating my bio
🤩

Give it a read 😉",https://twitter.com/Prathkum/status/1423029822389772290,2021-08-04 21:15:22+00:00
@Sukriti_Macker @VittoStack Let's connect Sukriti! 😉,https://twitter.com/Prathkum/status/1423024950210818053,2021-08-04 20:56:01+00:00
@csaba_kissi @VittoStack You're too humble ❤️,https://twitter.com/Prathkum/status/1423024858166796288,2021-08-04 20:55:39+00:00
"@Rapid_API ""Rapid API for Teams"" may come in handy for small group of developers 🚀",https://twitter.com/Prathkum/status/1423004197486690304,2021-08-04 19:33:33+00:00
@VittoStack You're awesome! 🔥,https://twitter.com/Prathkum/status/1422994024416178179,2021-08-04 18:53:08+00:00
"@Sukriti_Macker @TreciaKS Thanks, Sukriti! Means a lot ❤️",https://twitter.com/Prathkum/status/1422920987864027139,2021-08-04 14:02:54+00:00
@TomiTokko3 @Rapid_API @MrAhmadAwais That's true! He is awesome! 🙌⚡,https://twitter.com/Prathkum/status/1422882892930117638,2021-08-04 11:31:32+00:00
"Productivity comes with a positive work environment.

In my job at @Rapid_API, I met my manager @MrAhmadAwais.

Ahmad is a great mentor, developer, and of course a gentleman. Every manager should be like him 💜",https://twitter.com/Prathkum/status/1422882063963738118,2021-08-04 11:28:14+00:00
OMG! This thread is worth reading 🔥🚀,https://twitter.com/Prathkum/status/1422870326350778376,2021-08-04 10:41:36+00:00
@Sukriti_Macker @FrancescoCiull4 He is awesome!,https://twitter.com/Prathkum/status/1422663115787755521,2021-08-03 20:58:13+00:00
"HTML Tip 💡

Use ""translate"" attribute and set it value to ""no"" for your company name.

So that in case, the webpage is translated into another language, your brand name will remain intact. https://t.co/697e5Ao7RQ",https://twitter.com/Prathkum/status/1422561179356975110,2021-08-03 14:13:09+00:00
@codinglayla 🤣🤣,https://twitter.com/Prathkum/status/1422301767778242560,2021-08-02 21:02:21+00:00
"Have you seen detailed content like this from a company account?

RapidAPI is everywhere 🦑🐙",https://twitter.com/Prathkum/status/1422252764504072198,2021-08-02 17:47:37+00:00
@VittoStack You're doing great things here. 🤜🏻⚡🤛🏻,https://twitter.com/Prathkum/status/1422117902006710279,2021-08-02 08:51:44+00:00
@LuiseFreese @Rapid_API I have learned a lot in the past few days.,https://twitter.com/Prathkum/status/1422111798614892544,2021-08-02 08:27:29+00:00
"Monthiversary 🥳

It's been a month since I joined @Rapid_API 🐙

The last 30 days passed so quickly and it has been a wonderful journey so far.",https://twitter.com/Prathkum/status/1422107144548016129,2021-08-02 08:08:59+00:00
"Microsoft web dev course ⚡

• This is a super cool GitHub repo by Microsoft for learning web development for beginners

🔗 https://t.co/EKv4oZ51O2 https://t.co/TRb1cW2Shj",https://twitter.com/Prathkum/status/1421930163881746435,2021-08-01 20:25:43+00:00
"@csaba_kissi Congratulations, Csaba! 🔥🎉",https://twitter.com/Prathkum/status/1421400118670991366,2021-07-31 09:19:31+00:00
@alex_skazka @FrancescoCiull4 https://t.co/WGfSlXjQi0,https://twitter.com/Prathkum/status/1421393611023818756,2021-07-31 08:53:39+00:00
"5️⃣ Nodejsera Snippets

- More than 70 code snippets related to Node.js

🔗 https://t.co/xFPk3zHtAI https://t.co/l8kGEVQG22",https://twitter.com/Prathkum/status/1421218487226208262,2021-07-30 21:17:46+00:00
"4️⃣ CSS Deck

- Collection of Awesome CSS and JS Creations to help out frontend developers and designers.

🔗 https://t.co/LcZYnipvCy https://t.co/PWsHcqzbZy",https://twitter.com/Prathkum/status/1421218486064500739,2021-07-30 21:17:46+00:00
"3️⃣ Little Snippets

- A free collection of HTML and CSS code snippets

🔗 https://t.co/qxAyA2wA6U https://t.co/pOalw1q1OV",https://twitter.com/Prathkum/status/1421218484776841220,2021-07-30 21:17:46+00:00
"2️⃣ Free Frontend

- Free hand-picked HTML, CSS and JavaScript (jQuery, React, Vue) code examples, tutorials and articles

🔗 https://t.co/2sIAm73EdZ https://t.co/A1F2sBmTAO",https://twitter.com/Prathkum/status/1421218483560402948,2021-07-30 21:17:46+00:00
"1️⃣ 30 Seconds of Code

- Short code snippets for all your development needs

🔗 https://t.co/91L4bAxkgF https://t.co/kDwaGVOlSD",https://twitter.com/Prathkum/status/1421218482373468171,2021-07-30 21:17:45+00:00
"5 great code snippet websites for every web developer and designer 

🧵👇🏻 https://t.co/rN41mIftMV",https://twitter.com/Prathkum/status/1421218481081667586,2021-07-30 21:17:45+00:00
Stand a chance to win RapidAPI Swag 🔥🐙,https://twitter.com/Prathkum/status/1421208586248589316,2021-07-30 20:38:26+00:00
@andrasbacsai Makes sense! But I love to try new things 😉,https://twitter.com/Prathkum/status/1421196212150046720,2021-07-30 19:49:16+00:00
@vishal304094 @PolyworkHQ I'm curious. Let's see what others think about it. Maybe I'll join tomorrow.,https://twitter.com/Prathkum/status/1421191894755725313,2021-07-30 19:32:06+00:00
@ShawnaStaffReal Never! I love creating content.,https://twitter.com/Prathkum/status/1420981812357001221,2021-07-30 05:37:19+00:00
@VladPasca5 I'm inactive otherwise I would be at 120K right now 😬,https://twitter.com/Prathkum/status/1420797511841718272,2021-07-29 17:24:58+00:00
@JwMzoli Hopefully https://t.co/fk69Pbaox7,https://twitter.com/Prathkum/status/1420797239580975104,2021-07-29 17:23:53+00:00
@khushbooverma_ 🤜🏻🔥🤛🏻,https://twitter.com/Prathkum/status/1420797140499013633,2021-07-29 17:23:30+00:00
@Sauain 🚀🚀🚀,https://twitter.com/Prathkum/status/1420797086979674113,2021-07-29 17:23:17+00:00
@TheProudLinuxer ❤️🤜🏻🤛🏻,https://twitter.com/Prathkum/status/1420796987826315267,2021-07-29 17:22:53+00:00
@ceeriil Hmm I have booked my weekend for a new art 😬😉,https://twitter.com/Prathkum/status/1420796895245398021,2021-07-29 17:22:31+00:00
"I have so many reasons to celebrate

Now 110K ❤️",https://twitter.com/Prathkum/status/1420789208440918021,2021-07-29 16:51:58+00:00
@EddyVinckk @MrAhmadAwais I need to learn from Ahmad that how can I get that verified badge😆,https://twitter.com/Prathkum/status/1420786568436932613,2021-07-29 16:41:29+00:00
"@MrAhmadAwais Congratulations, Ahmad! 🎉

Many more to come 🙌",https://twitter.com/Prathkum/status/1420737035434745867,2021-07-29 13:24:39+00:00
@CssOfJoy Glad you like it 🤩🙏,https://twitter.com/Prathkum/status/1420733571300347911,2021-07-29 13:10:54+00:00
"@TanishkMisra I think you need this 😉

https://t.co/qEc6bG5Dd1",https://twitter.com/Prathkum/status/1420717263154343937,2021-07-29 12:06:05+00:00
"@MakadiaHarsh Absolutely to the point, Harsh! I'm super happy to see your growth. You're doing great ❤️🚀",https://twitter.com/Prathkum/status/1420716933196828674,2021-07-29 12:04:47+00:00
"@HLSCodes These are my gems. Other than that, I occasionally play with Java ☕",https://twitter.com/Prathkum/status/1420716675180023815,2021-07-29 12:03:45+00:00
@akoskm It would have been related to some lowcode nocode. Who knows 🤷🏻‍♂️,https://twitter.com/Prathkum/status/1420716387584995332,2021-07-29 12:02:37+00:00
"Learning web development is the second best thing I have ever done, creating content on Twitter is still the first.",https://twitter.com/Prathkum/status/1420715620618825740,2021-07-29 11:59:34+00:00
@Sarthaksavvy @MrAhmadAwais @Rapid_API LOL 🤣🤣,https://twitter.com/Prathkum/status/1420704451933794314,2021-07-29 11:15:11+00:00
"@Sarthaksavvy @MrAhmadAwais @Rapid_API Thank you, Sarthak! 😍",https://twitter.com/Prathkum/status/1420695765890961414,2021-07-29 10:40:40+00:00
"@TheJackForge @MrAhmadAwais @techgirl1908 @Rapid_API Thanks, Jack! You're amazing 😍",https://twitter.com/Prathkum/status/1420695588891369472,2021-07-29 10:39:58+00:00
"@Sauain Congratulations, Saurav! 🔥🚀

I still remember how you started here. Keep it up!",https://twitter.com/Prathkum/status/1420668616052150279,2021-07-29 08:52:47+00:00
@razacodes @csaba_kissi 😬😬 Was busy but now I ain't,https://twitter.com/Prathkum/status/1420667470872944641,2021-07-29 08:48:14+00:00
"@Insharamin Great! Keep up the good work, Insha 🚀",https://twitter.com/Prathkum/status/1420667158405603329,2021-07-29 08:46:59+00:00
@oliverjumpertz https://t.co/M0RwjuTT8w,https://twitter.com/Prathkum/status/1420664856244416515,2021-07-29 08:37:51+00:00
@csaba_kissi Still open. I love chatting a lot ❤️😍🙌,https://twitter.com/Prathkum/status/1420664359592730625,2021-07-29 08:35:52+00:00
"@Rapid_API Thank you all for the warm wishes.

RapidAPI is hiring for some other roles in DevRel team. Check it out.

https://t.co/140JfFbsCU",https://twitter.com/Prathkum/status/1420656607399055363,2021-07-29 08:05:04+00:00
@catalinmpit @verified https://t.co/gXy6RVXwsK,https://twitter.com/Prathkum/status/1420646231697608708,2021-07-29 07:23:50+00:00
Maybe now @verified can consider my application 😬🔥🚀,https://twitter.com/Prathkum/status/1420640498180493313,2021-07-29 07:01:03+00:00
"OMFG!!!

We're trending 🚀

#CongratulationsPratham 🤩🔥😍",https://twitter.com/Prathkum/status/1420638625339871235,2021-07-29 06:53:37+00:00
"@Sakshi_0612 This is unexpected. Thank you, Sakshi! ❤️",https://twitter.com/Prathkum/status/1420638349203632130,2021-07-29 06:52:31+00:00
"@ravinwashere @Rapid_API Thank you, Ravin ❤️🙏",https://twitter.com/Prathkum/status/1420636290832232452,2021-07-29 06:44:20+00:00
"@Sarthaksavvy 🤩🤩 Thank you, Sarthak bhai ❤️🙏",https://twitter.com/Prathkum/status/1420634548350558212,2021-07-29 06:37:25+00:00
@_joelantonyjoy Not a single one so far.,https://twitter.com/Prathkum/status/1420485403891552258,2021-07-28 20:44:46+00:00
@DrSlice01 Go for it! It's super cool 🔥🚀,https://twitter.com/Prathkum/status/1420471888065699844,2021-07-28 19:51:03+00:00
@ANoorTM I really love it for my personal project.,https://twitter.com/Prathkum/status/1420466590399696897,2021-07-28 19:30:00+00:00
"@EddyVinckk @Rapid_API For sure, thanks Eddy!",https://twitter.com/Prathkum/status/1420465732974903296,2021-07-28 19:26:36+00:00
@branmcconnell @Rapid_API I'm doing my best for RapidAPI. Let's see where it goes 🔥,https://twitter.com/Prathkum/status/1420465640117211138,2021-07-28 19:26:14+00:00
"I found a great Database for developers.

HarperDB 🐕 

- Connectivity: It has both SQL and NoSQL support ⛓
- Easily manageable: One endpoint for all CRUD operations 📲
- Speed: 38 times faster than other DBs 🚀

🔗 https://t.co/IKeqAA7ZMf https://t.co/yZGjdRPsRN",https://twitter.com/Prathkum/status/1420465514237792264,2021-07-28 19:25:44+00:00
"@HGOPIKRISHNA @Rapid_API Well, your guess is 50% correct. I have joined RapidAPI as a Developer Advocate — DevRel team not marketing. 

https://t.co/rdC7ObkyxO",https://twitter.com/Prathkum/status/1420453751836483586,2021-07-28 18:38:59+00:00
"@SimonHoiberg FeedHive is really creating a great impact on content creators. I love the product. Keep it up, Simon 🔥🚀",https://twitter.com/Prathkum/status/1420451567937875969,2021-07-28 18:30:19+00:00
"@FrancescoCiull4 @Rapid_API Thanks, Francesco! 😍",https://twitter.com/Prathkum/status/1420420676423282693,2021-07-28 16:27:34+00:00
"@iddogino @Rapid_API Thanks, Iddo! I'm super excited. Let's do it 💪",https://twitter.com/Prathkum/status/1420420225464369157,2021-07-28 16:25:46+00:00
"@TheJackForge @Rapid_API Thank you, Jack! 😁",https://twitter.com/Prathkum/status/1420419988163239939,2021-07-28 16:24:49+00:00
"@codingyuri @Rapid_API Thank you, Yuri! 😁",https://twitter.com/Prathkum/status/1420419756927057930,2021-07-28 16:23:54+00:00
"@anniebombanie_ @Rapid_API That's absolutely true 😂

Thank you, Annie!",https://twitter.com/Prathkum/status/1420419648751685633,2021-07-28 16:23:29+00:00
@hassibmoddasser @Rapid_API RapidAPI to the mars 🚀🚀,https://twitter.com/Prathkum/status/1420419434703822852,2021-07-28 16:22:38+00:00
"@suprabhasupi @Rapid_API Thank you very much, Suprabha 😍",https://twitter.com/Prathkum/status/1420419355095957504,2021-07-28 16:22:19+00:00
@prcwebdev @Rapid_API Thank you 😍,https://twitter.com/Prathkum/status/1420419266491285508,2021-07-28 16:21:57+00:00
"@devinDford @Rapid_API Thanks, Devin! I'll do my best 😍",https://twitter.com/Prathkum/status/1420419156478857218,2021-07-28 16:21:31+00:00
"@IshikaKesarwan4 @Rapid_API Thank you, Ishika! 😍",https://twitter.com/Prathkum/status/1420403105724698628,2021-07-28 15:17:44+00:00
@AtulAGhorpade @Rapid_API Yes! 😍,https://twitter.com/Prathkum/status/1420402928192344069,2021-07-28 15:17:02+00:00
@hrdk_codes @Rapid_API It is! I love it 😍,https://twitter.com/Prathkum/status/1420402828741267460,2021-07-28 15:16:38+00:00
"@tadaspetra @Rapid_API Thanks, Tadas! 😁",https://twitter.com/Prathkum/status/1420402536008151042,2021-07-28 15:15:29+00:00
"@Inkuantum @Rapid_API Thanks, Kirill 😁😍",https://twitter.com/Prathkum/status/1420402381171216386,2021-07-28 15:14:52+00:00
@Kieran6dev @Rapid_API Thanks and good for your new job as well 😁,https://twitter.com/Prathkum/status/1420402281195868163,2021-07-28 15:14:28+00:00
"@andrasbacsai @Rapid_API Thank you, Andras!",https://twitter.com/Prathkum/status/1420402177168736264,2021-07-28 15:14:03+00:00
"@codewithakshat @Rapid_API Thank you, Akshat, for your kind words!",https://twitter.com/Prathkum/status/1420402109506224142,2021-07-28 15:13:47+00:00
"@madsbrodt @Rapid_API Thanks, Mads! 🤜🏻🤛🏻",https://twitter.com/Prathkum/status/1420392116417536009,2021-07-28 14:34:04+00:00
"@TheAnkurTyagi @Rapid_API Thank you, Ankur! ❤️",https://twitter.com/Prathkum/status/1420392031239565316,2021-07-28 14:33:44+00:00
"@ashutoshaneja @Rapid_API Thank you very much, Ashutosh! 🙏",https://twitter.com/Prathkum/status/1420391961836490755,2021-07-28 14:33:27+00:00
"@dannysteenman @Rapid_API Thanks, Danny! 🙏❤️🔥",https://twitter.com/Prathkum/status/1420391881792315392,2021-07-28 14:33:08+00:00
@brainmode @Rapid_API 😍🙌,https://twitter.com/Prathkum/status/1420391763072622599,2021-07-28 14:32:40+00:00
@souptikdn @Rapid_API https://t.co/JJ5MmZftqn,https://twitter.com/Prathkum/status/1420391729253871616,2021-07-28 14:32:32+00:00
@baraik_anand @Rapid_API A lot of questions like this. Soon you'll get a detailed thread on my journey where I'll cover this question.,https://twitter.com/Prathkum/status/1420391682390990854,2021-07-28 14:32:21+00:00
@Gurveen08303116 @Rapid_API Community + code + content,https://twitter.com/Prathkum/status/1420391391830499330,2021-07-28 14:31:12+00:00
"@scvishnu7 @Rapid_API Haha! Nevertheless, its an awesome platform 🔥",https://twitter.com/Prathkum/status/1420391287417495555,2021-07-28 14:30:47+00:00
@AndreLaw86 @Rapid_API I appreciate it ❤️,https://twitter.com/Prathkum/status/1420391078121721859,2021-07-28 14:29:57+00:00
"@JanaSunrise @Rapid_API Thank you, Sunrit! 😍🙏",https://twitter.com/Prathkum/status/1420390884277846018,2021-07-28 14:29:11+00:00
@creator_yudai @Rapid_API Thank you!,https://twitter.com/Prathkum/status/1420390835472900102,2021-07-28 14:28:59+00:00
@sanjosd @Rapid_API Thanks for always being so supportive 😁😉,https://twitter.com/Prathkum/status/1420390809447276548,2021-07-28 14:28:53+00:00
"@oliverjumpertz @Rapid_API Thanks, Oliver! 🙌😍",https://twitter.com/Prathkum/status/1420390723321360386,2021-07-28 14:28:32+00:00
@DeepanjaliPande @Rapid_API Thank you! 😁,https://twitter.com/Prathkum/status/1420390642040000512,2021-07-28 14:28:13+00:00
@MrAhmadAwais @Rapid_API I'm really excited. Let's do it 🚀,https://twitter.com/Prathkum/status/1420381858030710784,2021-07-28 13:53:19+00:00
@csaba_kissi @Rapid_API Haha! I love Apple stack.,https://twitter.com/Prathkum/status/1420379985689202700,2021-07-28 13:45:52+00:00
"@Aditya6521 Yes, having a strong online presence is always beneficial. 

Thanks, Aditya! ❤️🙌",https://twitter.com/Prathkum/status/1420379887034982402,2021-07-28 13:45:29+00:00
@AskUdhay @Rapid_API Thank you 😍,https://twitter.com/Prathkum/status/1420379604980621318,2021-07-28 13:44:21+00:00
"@aditya_painuli @Rapid_API Thank you, Aditya 🤩❤️",https://twitter.com/Prathkum/status/1420379559992586245,2021-07-28 13:44:11+00:00
@_divby0 @Rapid_API Thank you very much ❤️,https://twitter.com/Prathkum/status/1420379437061709828,2021-07-28 13:43:41+00:00
@robertbalazsi @Rapid_API Thank you 🤩🤩 https://t.co/9D8jfMxsBT,https://twitter.com/Prathkum/status/1420379332657106945,2021-07-28 13:43:16+00:00
@Rapid_API Looking forward 🔥🙌,https://twitter.com/Prathkum/status/1420379189807435776,2021-07-28 13:42:42+00:00
@codechaos_io @Rapid_API Thank you! 😍❤️,https://twitter.com/Prathkum/status/1420378578315661315,2021-07-28 13:40:17+00:00
"@Sauain @Rapid_API Thank you, Saurav! ❤️",https://twitter.com/Prathkum/status/1420378283288326146,2021-07-28 13:39:06+00:00
"HOLY SHIT!!!!! 🤩🤩

I GOT A FULL TIME REMOTE JOB.

I've joined RapidAPI (@Rapid_API) as a Developer Advocate. Strong online presence and creating content on Twitter finally paid off. 🎉🎊🥳

Join RapidAPI today along with 3 million developers. https://t.co/2f1peh8pGo",https://twitter.com/Prathkum/status/1420377800507224068,2021-07-28 13:37:11+00:00
"I found a great tool called RapidAPI (@Rapid_API)

Here you can find tons of free and paid APIs which you can integrate to your own software.

- Discover thousands of APIs 🔍 
- Test APIs directly in your browser 🧪
- Copy code snippet and integrate it in your app 🖇 https://t.co/0KshWAwIeT",https://twitter.com/Prathkum/status/1420337909140447238,2021-07-28 10:58:40+00:00
"@ravikmmr This is by far the greatest and clean explanation of CSS variable. Keep up the good work, Ravi! 🔥🙌",https://twitter.com/Prathkum/status/1420123528876072961,2021-07-27 20:46:48+00:00
"@Sukriti_Macker @cogentgene @svpino Thank you, Sukriti! 😂

I like Thor ⚡️🔨",https://twitter.com/Prathkum/status/1420117393586618370,2021-07-27 20:22:25+00:00
The greatest explanation of APIs 🔥,https://twitter.com/Prathkum/status/1419739989064048640,2021-07-26 19:22:45+00:00
"@Sauain VSCode
Codesandbox
Codepen",https://twitter.com/Prathkum/status/1419637445537107979,2021-07-26 12:35:17+00:00
"@dinomitron You're awesome, Shaun! Looking forward to your content 🙌🔥",https://twitter.com/Prathkum/status/1419329962251751428,2021-07-25 16:13:27+00:00
"This free Algorithm playground will solve all of your doubts 🔥

Learn algorithms through visualising🚀

🔗 https://t.co/s3j05SffS6 https://t.co/Vtzy73N87H",https://twitter.com/Prathkum/status/1419204119466700800,2021-07-25 07:53:24+00:00
P.S. I'm curious that's why I've been talking about this several times. 😬,https://twitter.com/Prathkum/status/1419003644804943877,2021-07-24 18:36:47+00:00
"Can anyone please confirm this?

It's been almost 25 days, but @verified STILL hasn't come back with the result. This is the case with me only or is someone else also waiting for their result forever. This is anomalous.",https://twitter.com/Prathkum/status/1419003643047514113,2021-07-24 18:36:46+00:00
"@oliverjumpertz WOW! 30K is around the corner, Oliver 🥳🔥",https://twitter.com/Prathkum/status/1419001066457235457,2021-07-24 18:26:32+00:00
OMG! Can't reply on each and everyone separately. There are so many replies. Thank you so much 😍❤️🙌,https://twitter.com/Prathkum/status/1418911159646834691,2021-07-24 12:29:17+00:00
Computer Science graduated now! 🥳🎉,https://twitter.com/Prathkum/status/1418787097201152000,2021-07-24 04:16:18+00:00
0.1 step at a time can also make the job done for you.,https://twitter.com/Prathkum/status/1418653088500502528,2021-07-23 19:23:48+00:00
"How cool is this

You can start learning web development without spending a single dollar and in return you can earn $100K per year. 🔥

What's Stopping You?",https://twitter.com/Prathkum/status/1418605938664087553,2021-07-23 16:16:26+00:00
"@IshikaKesarwan4 @Sukriti_Macker Thank you! I'm very bad at ML, DL though 😂",https://twitter.com/Prathkum/status/1418604163206762502,2021-07-23 16:09:23+00:00
Cool swags by @Tabnine_ https://t.co/betArsdDM1,https://twitter.com/Prathkum/status/1418598331996008450,2021-07-23 15:46:13+00:00
"@_MishraSujata Thank you, Sujata!",https://twitter.com/Prathkum/status/1418531726993739776,2021-07-23 11:21:33+00:00
"@razacodes @oliverjumpertz Congratulations, Raza! 😍🔥",https://twitter.com/Prathkum/status/1418501506005831680,2021-07-23 09:21:28+00:00
"@codingyuri I started from here 👇

https://t.co/LQWJSibFN0",https://twitter.com/Prathkum/status/1418501266360061952,2021-07-23 09:20:31+00:00
@kr_anurag_ Please .gitignore my hair,https://twitter.com/Prathkum/status/1418500853846003713,2021-07-23 09:18:52+00:00
"@MrConerMurphy Thank you, Coner! 😊",https://twitter.com/Prathkum/status/1418500654994128901,2021-07-23 09:18:05+00:00
@DailyDevTips1 You're a CSS expert.,https://twitter.com/Prathkum/status/1418500500446539777,2021-07-23 09:17:28+00:00
"@2009Veejay Thank you, Vj 😁",https://twitter.com/Prathkum/status/1418500371039748096,2021-07-23 09:16:57+00:00
"@Sukriti_Macker Haha! Thank you, Sukriti! You're doing awesome lately.",https://twitter.com/Prathkum/status/1418486093108809730,2021-07-23 08:20:13+00:00
"@MikhailSakhnyuk Thank you, Michael! 😍",https://twitter.com/Prathkum/status/1418485858185859072,2021-07-23 08:19:17+00:00
"This is a never ending thread.
I have published a large amount of content on Twitter.

Simply search `(from:prathkum) keyword` and get whatever you want.",https://twitter.com/Prathkum/status/1418473647963099136,2021-07-23 07:30:46+00:00
"6. Introduction to RWD 💻 📱 

https://t.co/P2f4yNiuHO",https://twitter.com/Prathkum/status/1418473646855757826,2021-07-23 07:30:46+00:00
"5. JavaScript notes and cheat sheets 📄 

https://t.co/CsmSCjUfAO",https://twitter.com/Prathkum/status/1418473645744197633,2021-07-23 07:30:45+00:00
"4. Introduction to React ⚛️ 

https://t.co/rrNBFHQ8dO",https://twitter.com/Prathkum/status/1418473644775387138,2021-07-23 07:30:45+00:00
"3. Get started with Web Developement today

https://t.co/wGBZ420zay",https://twitter.com/Prathkum/status/1418473643701641216,2021-07-23 07:30:45+00:00
"2. Long and detailed explanation of CSS Grid Layout

https://t.co/d4KDenrGd8",https://twitter.com/Prathkum/status/1418473642619555843,2021-07-23 07:30:45+00:00
"1. JavaScript for Web Development ☕ 

https://t.co/MZn3XdQYW8",https://twitter.com/Prathkum/status/1418473641537425412,2021-07-23 07:30:44+00:00
"Some of my best threads of web development that led me to over 100,000 audience.

🧵👇🏻",https://twitter.com/Prathkum/status/1418473640799227905,2021-07-23 07:30:44+00:00
@MrAhmadAwais Thanks! 😉,https://twitter.com/Prathkum/status/1418459307478159363,2021-07-23 06:33:47+00:00
@sailendrchettri That's true! 😆,https://twitter.com/Prathkum/status/1418459032784830468,2021-07-23 06:32:41+00:00
"@SimonHoiberg Yay! Congratulations, Simon! 🎉",https://twitter.com/Prathkum/status/1418458787074088964,2021-07-23 06:31:43+00:00
@swastika0015 I'm a super serious guy. Don't judge me on the basis of emojis I use 😂😆,https://twitter.com/Prathkum/status/1418301694635515907,2021-07-22 20:07:29+00:00
@Dota_noobman Box-reflect property.,https://twitter.com/Prathkum/status/1418300431604666368,2021-07-22 20:02:28+00:00
@michaelketzer Ahh! Don't reveal the code please 😆,https://twitter.com/Prathkum/status/1418300243913764864,2021-07-22 20:01:43+00:00
@saam_codes Fully responsive!,https://twitter.com/Prathkum/status/1418280073426137088,2021-07-22 18:41:34+00:00
@qwezinsky @verified Hopefully! Its been more than 20 days and I'm still waiting @verified,https://twitter.com/Prathkum/status/1418279978567757827,2021-07-22 18:41:11+00:00
@robertbalazsi Nah! I love dark themes 😁 https://t.co/MMDMmZrTR6,https://twitter.com/Prathkum/status/1418279846011019265,2021-07-22 18:40:40+00:00
"@AnnaJMcDougall 😆

I tried to look like a more professional person with some serious look on the face. I'm not a photogenic guy ☹️",https://twitter.com/Prathkum/status/1418279682613538818,2021-07-22 18:40:01+00:00
@HLSCodes Haha 😆,https://twitter.com/Prathkum/status/1418279167452323840,2021-07-22 18:37:58+00:00
@IrenGlass Low quality. Latest one is bright and giving me more power 😁😉,https://twitter.com/Prathkum/status/1418278835670319104,2021-07-22 18:36:39+00:00
@ChaooCharles https://t.co/SjK1L3JNi8,https://twitter.com/Prathkum/status/1418278677737918465,2021-07-22 18:36:01+00:00
"I changed my profile pic 😉

Created it using CSS 😁 https://t.co/FelzBvhXwA",https://twitter.com/Prathkum/status/1418278122235990016,2021-07-22 18:33:49+00:00
"@ravikmmr Your CSS thread series is really super awesome, Ravi! 🔥

Any beginner can directly get stared with your threads.",https://twitter.com/Prathkum/status/1418276253031800835,2021-07-22 18:26:23+00:00
"Useful websites for web designer and developer👇🏻

🔹 https://t.co/Jmmry5aW55
• Make organic SVG shapes for your next design

🔹 https://t.co/mj8dkviuM9
• Free tool that lets you create a gradient background

🔹 https://t.co/dTNw5iijn8
• The ultimate CSS tools for web designers",https://twitter.com/Prathkum/status/1418222456888729608,2021-07-22 14:52:37+00:00
@csaba_kissi Huge numbers! I'm a little inactive nowadays 😬,https://twitter.com/Prathkum/status/1417897413742718976,2021-07-21 17:21:01+00:00
"I can't believe a company account can post this type of nailing content 🔥

Everyone should follow RapidAPI (@Rapid_API)",https://twitter.com/Prathkum/status/1417894019644858368,2021-07-21 17:07:32+00:00
@Rapid_API Your content is awesome. No account of the company is doing this here.,https://twitter.com/Prathkum/status/1417893662717988871,2021-07-21 17:06:07+00:00
@VittoRivabella Yeah! That's how strong online presence is indirectly helps you to become a better developer,https://twitter.com/Prathkum/status/1417787311228477443,2021-07-21 10:03:30+00:00
@robertbalazsi 😂,https://twitter.com/Prathkum/status/1417787103379738626,2021-07-21 10:02:41+00:00
@RealAbhijeet21 It definitely does!,https://twitter.com/Prathkum/status/1417787067325550593,2021-07-21 10:02:32+00:00
100K+ followers doesn't make you a good developer. Practice does!!,https://twitter.com/Prathkum/status/1417777358220578816,2021-07-21 09:23:57+00:00
@PrasoonPratham @tadaspetra @ravinwashere @TheAnkurTyagi https://t.co/UMqTVYLBg1,https://twitter.com/Prathkum/status/1417580073281064966,2021-07-20 20:20:01+00:00
@Rapid_API You proved that anything can be turned into a company. Your journey from repo to company is amazing ⭐,https://twitter.com/Prathkum/status/1417535643828195335,2021-07-20 17:23:28+00:00
"I have used RapidAPI in many of my projects.

Can't believe a simple GitHub repository can become a big company 🔥🚀",https://twitter.com/Prathkum/status/1417524446034743296,2021-07-20 16:38:58+00:00
